title;year;author
Turing test-inspired method for analysis of biases prevalent in artificial intelligence-based medical imaging.;2023;Ajay Vishwanath and Einar Duenger Bøhn and Ole-Christoffer Granmo and Charl Maree and Christian W. Omlin
Towards artificial virtuous agents: games, dilemmas and machine learning.;2023;Eduardo Vyhmeister and Gabriel González-Castañé and Per-Olov Östberg
Risk as a driver for AI framework development on manufacturing.;2023;Anne Zimmerman and Joel Janhonen and Michael Saadeh and Camille Castelyn and Heikki Saxén
Values in AI: bioethics and the intentions of machines and people.;2023;Leying Zou and Warut Khern-am-nuai
AI and housing discrimination: the case of mortgage applications.;2023;Takashi Kido and Keiki Takadama
"AAAI 23 Spring Symposium Report on ""Socially Responsible AI for Well-Bing"".";2023;Juliette Mattioli and Bertrand Braunschweig
AITA: AI trustworthiness assessment.;2023;Zhaoyang Zhu and Weiqi Chen and Rui Xia and Tian Zhou 0004 and Peisong Niu and Bingqing Peng and Wenwei Wang and Hengbo Liu and Ziqing Ma and Xinyue Gu and Jin Wang and Qiming Chen and Linxiao Yang and Qingsong Wen and Liang Sun 0001
Energy forecasting with robust, flexible, and explainable machine learning algorithms.;2023;Marc M. Anderson and Karën Fort
From the ground up: developing a practical ethical methodology for integrating AI into industry.;2023;Muhammad Anshari and Mahani Hamdan and Norainie Ahmad and Emil Ali and Hamizah Haidi
COVID-19, artificial intelligence, ethical challenges and policy implications.;2023;Sarah J. Becker and André T. Nemat and Simon Lucas 0003 and René M. Heinitz and Manfred Klevesath and Jean Enno Charton
Artificial intelligence ethics has a black box problem.;2023;Caterina Berbenni-Rehm
Evidence-based AI, ethics and the circular economy of knowledge.;2023;Steve J. Bickley and Benno Torgler
Cognitive architectures for artificial intelligence ethics.;2023;James Brusseau
From the ground truth up: doing AI ethics from practice to principles.;2023;Garrick Cabour and Andrés Morales-Forero and Élise Ledoux and Samuel Bassetto
An explanation space to align user studies with the technical development of Explainable AI.;2023;Andreas Cebulla and Zygmunt L. Szpak and Catherine Howell and Genevieve Knight and Mohammed Sazzad Hussain
Applying ethics to AI in the workplace: the design of a scorecard for Australian workplace health and safety.;2023;Hyesun Choung and Prabu David and Arun Ross
Trust and ethics in AI.;2023;Mark Coeckelbergh
Narrative responsibility and artificial intelligence.;2023;Mehdi Dastani and Vahid Yazdanpanah
Responsibility of AI Systems.;2023;Thilo Hagendorff and Kristof Meding
Ethical considerations and statistical analysis of industry involvement in machine learning research.;2023;Erik Hermann
Artificial intelligence in marketing: friend or foe of sustainable consumption?;2023;Yishu Mao and Kristin Shi-Kupfer
Online public discourse on artificial intelligence and ethics in China: context, content, and implications.;2023;Jessica Morley and Libby Kinsey and Anat Elhalal and Francesca Garcia and Marta Ziosi and Luciano Floridi
Operationalising AI ethics: barriers, enablers and next steps.;2023;John W. Murphy and Carlos Largacha-Martínez
Is it possible to create a responsible AI technology to be used and understood within workplaces and unblocked CEOs' mindsets?;2023;Vivek Nallur and Graham Finlay
Empathetic AI for ethics-in-the-small.;2023;Rajakishore Nath and Riya Manna
From posthumanism to ethics of artificial intelligence.;2023;Michael Pflanzer and Veljko Dubljevic and William A. Bauer and Darby Orcutt and George F. List and Munindar P. Singh
Embedding AI in society: ethics, policy, governance, and impacts.;2023;Rajitha Ramanayake and Philipp Wicke and Vivek Nallur
Immune moral models? Pro-social rule breaking as a moral enhancement approach for ethical AI.;2023;Nitin Sawhney
Contestations in urban mobility: rights, risks, and responsibilities for Urban AI.;2023;Stephen C. Slota and Kenneth R. Fleischmann and Sherri R. Greenberg and Nitin Verma and Brenna Cummings and Lan Li 0003 and Chris Shenefiel
Many hands make many fingers to point: challenges in creating accountable AI.;2023;David Steingard and Marcello Balduccini and Akanksha Sinha
Applying AI for social good: Aligning academic journal ratings with the United Nations Sustainable Development Goals (SDGs).;2023;Angelo Trotta and Marta Ziosi and Vincenzo Lomonaco
The future of ethics in AI: challenges and opportunities.;2023;Núria Vallès-Peris and Miquel Domènech
Caring in the in-between: a proposal to introduce responsible AI and robotics to healthcare.;2023;Jianlong Zhou and Fang Chen 0001
AI ethics: from principles to practice.;2023;Taha Bugra Çelik and Özgür Ican and Elif Bulut
Extending machine learning prediction capabilities by explainable AI in financial time series prediction.;2023;Biswajeet Pradhan and Abhirup Dikshit and Saro Lee and Hyesu Kim
An explainable AI (XAI) model for landslide susceptibility modeling.;2023;Arun Kumar Sangaiah and Samira Rezaei and Amir Javadpour 0001 and Weizhe Zhang
Explainable AI in big data intelligence of community detection for digitalization e-healthcare services.;2023;Saeid Molladavoudi and Wesley Yung
Exploring quality dimensions in trustworthy Machine Learning in the context of official statistics: model explainability and uncertainty quantification.;2023;Florencio Abraham Roldán-Castellanos and Iván Juan Carlos Pérez-Olguín and Aimeé Gutiérrez-Vázquez and Luis Carlos Méndez-González and Luis Alberto Rodríguez-Picón
Emotional Classification Method (ECW): A Methodology for Measuring Emotional Sustainability in a Work Environment Utilizing Artificial Intelligence.;2023;David Gray Widder and Dawn Nafus
"Dislocated accountabilities in the ""AI supply chain"": Modularity and developers' notions of responsibility.";2023;Sheetal Rajpal and Ankit Rajpal and Manoj Agarwal and Virendra Kumar and Ajith Abraham and Divya Khanna and Naveen Kumar 0001
XAI-CNVMarker: Explainable AI-based copy number variant biomarker discovery for breast cancer subtypes.;2023;Jianing Xi and Dan Wang and Xuebing Yang and Wensheng Zhang 0002 and Qinghua Huang
Cancer omic data based explainable AI drug recommendation inference: A traceability perspective for explainability.;2023;Deborah G. Johnson and Mario Verdicchio
Ethical AI is Not about AI.;2023;Sunil Kumar and Asmita Das
Peripheral blood mononuclear cell derived biomarker detection using eXplainable Artificial Intelligence (XAI) provides better diagnosis of breast cancer.;2023;Aixia Chen and Yankui Liu
Integrative gene expression analysis for the diagnosis of Parkinson's disease using machine learning and explainable AI.;2023;Zhenghua Chen and Min Wu 0008 and Alvin Chan and Xiaoli Li 0001 and Yew-Soon Ong
Survey on AI Sustainability: Emerging Trends on Learning Algorithms and Research Challenges [Review Article].;2023;Isaac Han and Seungwon Oh and Hoyoun Jung and Insik Chung and Kyung-Joong Kim 0001
Explainable AI (XAI) in Rules as Code (RaC): The DataLex approach.;2023;Youcef Djenouri and Asma Belhadi and Gautam Srivastava 0001 and Jerry Chun-Wei Lin
When explainable AI meets IoT applications for supervised learning.;2023;José Luis Corcuera Bárcena and Pietro Ducange and Francesco Marcelloni and Giovanni Nardini and Alessandro Noferi and Alessandro Renda and Fabrizio Ruffini and Alessio Schiavo and Giovanni Stea and Antonio Virdis
Enabling federated learning of explainable AI models within beyond-5G/6G networks.;2023;Deepanshi 0001 and Ishan Budhiraja and Deepak Garg 0002 and Neeraj Kumar 0001
Choquet integral based deep learning model for COVID-19 diagnosis using eXplainable AI for NG-IoT models.;2023;Abrar Alotaibi and Lujain Alnajrani and Nawal Alsheikh and Alhatoon Alanazy and Salam Alshammasi and Meshael Almusairii and Shoog Alrassan and Aisha Alansari
Explainable Ensemble-Based Machine Learning Models for Detecting the Presence of Cirrhosis in Hepatitis C Patients.;2023;Ding Li and Yan Liu 0001 and Jun Huang and Zerui Wang
A Trustworthy View on Explainable Artificial Intelligence Method Evaluation.;2023;Donghee Shin and Emily Y. Shin
Human-Centered AI: A Framework for Green and Sustainable AI.;2023;Richard Jiarui Tong and Timothy Xueqian Lee
Trustworthy AI That Engages Humans as Partners in Teaching and Learning.;2023;Abdelkader Ouared and Moussa Amrani and Pierre-Yves Schobbens
Explainable AI for DBA: Bridging the DBA's experience and machine learning in tuning database systems.;2023;Rudresh Dwivedi and Devam Dave and Het Naik and Smiti Singhal and Omer F. Rana and Pankesh Patel and Bin Qian 0002 and Zhenyu Wen and Tejal Shah and Graham Morgan and Rajiv Ranjan 0001
Explainable AI (XAI): Core Ideas, Techniques, and Solutions.;2023;Alexander Blanchard and Mariarosaria Taddeo
The Ethics of Artificial Intelligence for Intelligence Analysis: a Review of the Key Challenges with Recommendations.;2023;Benjamin H. Lang and Sven Nyholm and Jennifer Blumenthal-Barby
Responsibility Gaps and Black Box Healthcare AI: Shared Responsibilization as a Solution.;2023;Amruta Kale and Tin Nguyen 0001 and Frederick C. Harris Jr. and Chenhao Li and Jiyin Zhang and Xiaogang Ma 0001
Provenance documentation to enable explainable and trustworthy AI: A literature review.;2023;K. V. Sharma and P. H. V. Sesha Talpa Sai and Prabhakar Sharma and Praveen Kumar Kanti and P. Bhramara and Suleiman Akilu
Prognostic modeling of polydisperse SiO2/Aqueous glycerol nanofluids' thermophysical profile using an explainable artificial intelligence (XAI) approach.;2023;Marek Kruk
Prediction of environmental factors responsible for chlorophyll a-induced hypereutrophy using explainable machine learning.;2023;Lucas Costa Brito and Gian Antonio Susto and Jorge Nei Brito and Marcus Antonio Viana Duarte
Fault Diagnosis using eXplainable AI: A transfer learning-based approach for rotating machinery exploiting augmented synthetic data.;2023;Hyejin Jang and Sunhye Kim and Byungun Yoon
An eXplainable AI (XAI) model for text-based patent novelty analysis.;2023;Sheetal Rajpal and Ankit Rajpal and Arpita Saggar and Ashok K. Vaid and Virendra Kumar and Manoj Agarwal and Naveen Kumar 0001
XAI-MethylMarker: Explainable AI approach for biomarker discovery for breast cancer subtype classification using methylation data.;2023;Rachel Azafrani and Abhishek Gupta
Bridging the civilian-military divide in responsible AI principles and practices.;2023;Vaishak Belle
Knowledge representation and acquisition for ethical AI: challenges and opportunities.;2023;Simone Casiraghi
Anything new under the sun? Insights from a history of institutionalized AI ethics.;2023;Rockwell F. Clancy and Ingvild Bode and Qin Zhu
The need for and nature of a normative, cultural psychology of weaponized AI (artificial intelligence).;2023;Ludovico Giacomo Conti and Peter Seele
The contested role of AI ethics boards in smart societies: a step towards improvement based on board composition by sortition.;2023;Jurriaan van Diggelen and Jason S. Metcalfe and Karel van den Bosch and Mark A. Neerincx and Jose H. Kerstholt
Role of emotions in responsible military AI.;2023;Liselotte Polderman
Governing (ir)responsibilities for future military AI systems.;2023;Michal Pruski
Explaining graph convolutional network predictions for clinicians - An explainable AI approach to Alzheimer's disease classification.;2023;Marcos V. G. Jacinto and Adrião D. Dória Neto and David Lopes de Castro and Francisco H. R. Bezerra
Karstified zone interpretation using deep learning algorithms: Convolutional neural networks applications and model interpretability with explainable AI.;2023;Chia-Yu Hsu and Wenwen Li 0002
Explainable GeoAI: can saliency maps help interpret artificial intelligence's learning process? An empirical study on natural feature detection.;2023;Md. Bipul Hossain and Anika Shama and Apurba Adhikary and Avi Deb Raha and K. M. Aslam Uddin and Mohammad Amzad Hossain and Imtia Islam and Saydul Akbar Murad and Md. Shirajum Munir and Anupam Kumar Bairagi
An Explainable Artificial Intelligence Framework for the Predictive Analysis of Hypo and Hyper Thyroidism Using Machine Learning Algorithms.;2023;Krishnaraj Chadaga and Srikanth Prabhu and Niranjana Sampathila and Rajagopala Chadaga
Severity prediction in COVID-19 patients using clinical markers and explainable artificial intelligence: A stacked ensemble machine learning approach.;2023;Bruce Schneier
Trustworthy AI Means Public AI [Last Word].;2023;Hiroaki Ogata and Rwitajit Majumdar and Brendan Flanagan
Machine learning-based automation of accounting services: An exploratory case study.;2023;Huijue Kelly Duan and Miklos A. Vasarhelyi and Mauricio Codesso and Zamil S. Alzamil
Enhancing the government accounting information systems using social media information: An application of text mining and machine learning.;2023;Hongdan Han and Radha K. Shiwakoti and Robin Jarvis and Chima Mordi and David Botchie
Machine Learning Models Predict Fatal Myocardial Infarction Within 10-Years Follow-Up Utilizing Explainable AI.;2023;Konstantina Tsarapatsani and Antonis I. Sakellarios and Vasilis D. Tsakanikas and Marcus E. Kleber and Winfried März and Dimitrios I. Fotiadis
Trustworthy Medical Operational AI: Marrying AI and Regulatory Requirements.;2023;Fabian Berns and Georg Zimmermann and Christian Borgelt and Niclas Heilig and Jan Kirchhoff and Florian Stumpe
Xaitk-Saliency: An Open Source Explainable AI Toolkit for Saliency.;2023;Brian Hu 0001 and Paul Tunison and Brandon Richard Webster and Anthony Hoogs
Probabilistic Reasoning and Learning for Trustworthy AI.;2023;YooJung Choi 0001
